"pack_metadata","pack_side","jar_filename","mod_id","mod_name","version","classification","discovery_batch","source_repository","repository_host","mapping_status","version_match_status","evidence_basis","evidence_url","notes"
"skin-layers-3d.pw.toml","client","skinlayers3d-neoforge-1.11.2-mc1.21.1.jar","skin-layers-3d","Skin Layers 3D","1.11.2","client_visual","07_visuals_menus_animation_shaders","https://github.com/tr7zw/3d-Skin-Layers","github.com","exact_commit_pinned","exact_commit","official_release_tag_and_source_metadata_match","https://github.com/tr7zw/3d-Skin-Layers/releases/tag/1.11.2","Official 1.11.2 release includes the Minecraft 1.21.1 artifact and maps to commit 2b968abd033107e21fed282340d328a0287c4162."
"sliceanddice.pw.toml","both","sliceanddice-4.3.3-neoforge.jar","sliceanddice","Create Slice & Dice","4.3.3","gameplay_primary","03_food_farming_cooking","https://github.com/PssbleTrngle/SliceAndDice","github.com","exact_commit_pinned","exact_commit","official_release_tag_and_source_metadata_match","https://github.com/PssbleTrngle/SliceAndDice/releases/tag/4.3.3","Official release tag 4.3.3 matches Minecraft 1.21.1 and identifies commit bd69dc1."
"smarter-farmers-farmers-replant.pw.toml","both","smarterfarmers-1.21-2.2.4-neoforge.jar","smarter-farmers-farmers-replant","Smarter Farmers (farmers replant)","2.2.4","gameplay_primary","03_food_farming_cooking","https://github.com/MehVahdJukaar/SmarterFarmers","github.com","repository_verified","source_aligned","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/smarter-farmers-farmers-replant","Official CurseForge Source link; no exact public tag or commit pinned."
"smooth-chunk-save.pw.toml","both","smoothchunk-1.21-4.1.jar","smooth-chunk-save","Server Performance - Smooth Chunk Save","4.1","performance_infrastructure","08_performance_stability_networking","https://github.com/someaddons/smoothchunksave","github.com","repository_verified","pending","official_project_source_link","https://github.com/someaddons/smoothchunksave","The official CurseForge project Source link identifies this canonical implementation repository; no straightforward matching release or tag was verified."
"snassets-library.pw.toml","both","snassets-1.0.2.jar","snassets-library","SnAssets Library - General","1.0.2","library_dependency","09_libraries_apis_compat_loaders","","","no_verifiable_public_repository_found","not_applicable","official_project_page_and_repository_search_no_mapping","https://www.curseforge.com/minecraft/mc-mods/snassets-library/files/8603518","Official project provides no Source link. Targeted searches by project name, author, and slug found no verifiable public implementation repository as of 2026-09-07."
"sodium.pw.toml","client","sodium-neoforge-0.8.13+mc1.21.1.jar","sodium","Sodium","0.8.13+mc1.21.1","performance_infrastructure","08_performance_stability_networking","https://github.com/CaffeineMC/sodium","github.com","repository_verified","pending","official_project_source_link","https://github.com/CaffeineMC/sodium","The official CurseForge project Source link identifies this canonical implementation repository; no straightforward matching release or tag was verified."
"sodium-extra.pw.toml","client","sodium-extra-neoforge-0.9.3+mc1.21.1.jar","sodium-extra","Sodium Extra","0.9.3+mc1.21.1","performance_infrastructure","08_performance_stability_networking","https://github.com/FlashyReese/sodium-extra","github.com","repository_verified","pending","official_project_source_link","https://github.com/FlashyReese/sodium-extra","The official CurseForge project Source link identifies this canonical implementation repository; no straightforward matching release or tag was verified."
"some-assembly-required.pw.toml","both","someassemblyrequired-5.2.8.jar","some-assembly-required","Create: Some Assembly Required","5.2.8","gameplay_primary","03_food_farming_cooking","https://github.com/ochotonida/some-assembly-required","github.com","repository_verified","source_aligned","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/some-assembly-required","Official CurseForge Source link; no exact public tag or commit pinned."
"structure-essentials-forge-fabric.pw.toml","both","structureessentials-1.21.1-5.0.jar","structure-essentials-forge-fabric","Structure Essentials","5.0","gameplay_primary","05_worldgen_structures_adventure","","","no_verifiable_public_repository_found","not_applicable","official_project_page_and_repository_search_no_mapping","https://www.curseforge.com/minecraft/mc-mods/structure-essentials-forge-fabric","Official Source link points to a README-only repository with no implementation source. Targeted searches found no other public implementation repository as of 2026-09-07."
"strut-your-stuff.pw.toml","both","struts-1.3.0.jar","strut-your-stuff","Strut Your Stuff (Struts)","1.3.0","gameplay_primary","04_building_decor_general_content","https://github.com/cakeGit/StrutYourStuff","github.com","repository_verified","source_aligned","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/strut-your-stuff","Official CurseForge Source link and repository README identify the Struts library; no exact tag or commit pinned."
"supplementaries.pw.toml","both","supplementaries-1.21.1-3.9.5-neoforge.jar","supplementaries","Supplementaries","3.9.5","gameplay_primary","04_building_decor_general_content","https://github.com/MehVahdJukaar/Supplementaries","github.com","exact_commit_pinned","exact_commit","official_release_tag_and_source_metadata_match","https://github.com/MehVahdJukaar/Supplementaries/releases/tag/1.21.1-3.9.5","Official tag 1.21.1-3.9.5 matches the installed version and identifies commit a5e6a1e."
"tectonic.pw.toml","both","tectonic-3.0.28-neoforge-21.1.jar","tectonic","Tectonic","3.0.28","gameplay_primary","05_worldgen_structures_adventure","https://github.com/Apollounknowndev/tectonic","github.com","repository_verified","source_aligned","public_source_tree_and_exact_provider_artifact","https://modrinth.com/mod/tectonic/version/n4iyW7aB","Public source tree revision 34241bdb35acda67b5367d49f354c66c05e098e2 was inspected; it was not asserted to be the exact release source."
"terrablender-neoforge.pw.toml","both","TerraBlender-neoforge-1.21.1-4.1.0.8.jar","terrablender-neoforge","TerraBlender (NeoForge)","4.1.0.8","gameplay_primary","05_worldgen_structures_adventure","https://github.com/Glitchfiend/TerraBlender","github.com","repository_verified","source_aligned","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/terrablender-neoforge","Official CurseForge Source link; no exact public tag or commit pinned."
"terralith.pw.toml","both","Terralith_1.21.1_v2.6.2_Neoforge.jar","terralith","Terralith","2.6.2","gameplay_primary","05_worldgen_structures_adventure","https://github.com/Stardust-Labs-MC/Terralith","github.com","repository_verified","source_aligned","public_source_tree_and_exact_provider_artifact","https://modrinth.com/mod/terralith/version/IY93YaEe","Public source tree revision 5d7b5c58ec302c20328214f92c2a033b180dfdf2 was inspected; it was not asserted to be the exact release source."
"toast-control.pw.toml","client","ToastControl-1.21.1-9.0.1.jar","toast-control","Toast Control","9.0.1","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/Shadows-of-Fire/Toast-Control","github.com","repository_verified","pending","official_project_source_link","https://github.com/Shadows-of-Fire/Toast-Control","Official project Source link resolves to this implementation repository; no exact source tag was verified for version 9.0.1."
"tradeworks.pw.toml","both","tradeworks-1.0.7.jar","tradeworks","Create: Tradeworks","1.0.7","gameplay_primary","02_create_engineering_transport_logistics","https://github.com/LIUKRAST/Tradeworks","github.com","repository_verified","source_aligned","official_project_source_link","https://www.curseforge.com/minecraft/mc-mods/tradeworks","Official CurseForge Source link; no exact public tag or commit pinned."
"trading-post.pw.toml","both","TradingPost-v21.1.1-1.21.1-NeoForge.jar","trading-post","Trading Post","21.1.1","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/Fuzss/trading-post","github.com","repository_verified","source_aligned","official_project_and_repository_identity_match","https://github.com/Fuzss/trading-post/tree/1.21.1","The official repository documents a maintained Minecraft 1.21.1 source branch; no exact 21.1.1 tag was verified."
"txnilib.pw.toml","both","txnilib-neoforge-1.0.24-1.21.1.jar","txnilib","TxniLib","1.0.24","library_dependency","09_libraries_apis_compat_loaders","https://github.com/txnimc/TxniLib","github.com","repository_verified","pending","official_project_source_link","https://github.com/txnimc/TxniLib","Official project Source link resolves to the canonical repository; no exact installed release or tag was obvious."
"visual-workbench.pw.toml","both","VisualWorkbench-v21.1.1-1.21.1-NeoForge.jar","visual-workbench","Visual Workbench","21.1.1","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/Fuzss/visual-workbench","github.com","repository_verified","source_aligned","official_project_and_repository_identity_match","https://github.com/Fuzss/visual-workbench/tree/1.21.1","The official repository provides a Minecraft 1.21.1 source branch; no exact 21.1.1 tag was verified."
"what-are-they-up-to.pw.toml","both","watut-neoforge-1.21.0-1.2.7.jar","what-are-they-up-to","What Are They Up To (Watut)","1.2.7","gameplay_support","06_qol_ui_maps_social_progression","https://github.com/Corosauce/WATUT","github.com","repository_verified","pending","official_project_source_link","https://github.com/Corosauce/WATUT","Official project Source link resolves to this implementation repository; no exact source tag was verified for version 1.2.7."
"xaeros-minimap.pw.toml","both","xaerominimap-neoforge-1.21.1-26.4.2.jar","xaeros-minimap","Xaero's Minimap","26.4.2","gameplay_support","06_qol_ui_maps_social_progression","","","no_verifiable_public_repository_found","not_applicable","official_project_page_and_repository_search_no_mapping","https://www.curseforge.com/minecraft/mc-mods/xaeros-minimap/files/8449819","Official CurseForge and Modrinth listings provide only issue or support links and ARR licensing; targeted searches found no public implementation repository as of 2026-09-07."
"xaeros-world-map.pw.toml","both","xaeroworldmap-neoforge-1.21.1-1.45.0.jar","xaeros-world-map","Xaero's World Map","1.45.0","gameplay_support","06_qol_ui_maps_social_progression","","","no_verifiable_public_repository_found","not_applicable","official_project_page_and_repository_search_no_mapping","https://www.curseforge.com/minecraft/mc-mods/xaeros-world-map/files/8698659","Official CurseForge and Modrinth listings provide only issue or support links and ARR licensing; targeted searches found no public implementation repository as of 2026-09-07."
"yacl.pw.toml","both","yet_another_config_lib_v3-3.8.2+1.21.1-neoforge.jar","yacl","YetAnotherConfigLib","3.8.2","library_dependency","09_libraries_apis_compat_loaders","https://github.com/isXander/YetAnotherConfigLib","github.com","repository_verified","pending","official_project_source_link","https://github.com/isXander/YetAnotherConfigLib","Official project Source link resolves to the canonical repository; no exact installed release or tag was obvious."
"yungs-api-neoforge.pw.toml","both","YungsApi-1.21.1-NeoForge-5.1.8.jar","yungs-api-neoforge","YUNG's API (NeoForge) [1.20.4-1.21.1 ONLY]","5.1.8","library_dependency","09_libraries_apis_compat_loaders","https://github.com/YUNG-GANG/YUNGs-API","github.com","repository_verified","pending","official_project_source_link","https://github.com/YUNG-GANG/YUNGs-API","Official project Source link resolves to the canonical repository; no exact installed release or tag was obvious."
"yungs-better-mineshafts.pw.toml","both","YungsBetterMineshafts-1.21.1-NeoForge-5.1.1.jar","bettermineshafts","YUNG's Better Mineshafts","5.1.1","gameplay_primary","05_worldgen_structures_adventure","https://github.com/YUNG-GANG/YUNGs-Better-Mineshafts","github.com","repository_verified","source_aligned","public_source_tree_and_exact_provider_artifact","https://modrinth.com/mod/yungs-better-mineshafts/version/Go3nbneL","Public source tree revision 89399904d42d059e31dd3e0bdf3ab7d3560fab8a was inspected; it was not asserted to be the exact release source."
"zeta.pw.toml","both","Zeta-1.1-40.jar","zeta","Zeta","1.1-40","library_dependency","09_libraries_apis_compat_loaders","https://github.com/VazkiiMods/Zeta","github.com","repository_verified","exact_release_or_tag","official_release_tag_and_source_metadata_match","https://github.com/VazkiiMods/Zeta/tree/release-1.1-40%2B1.21.1","Official source repository has exact tag release-1.1-40+1.21.1 matching the installed Minecraft 1.21.1 build."
